epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.5215974132031866,0.47908788816317177,1.5999706008309666,0.7257401898285876,0.00010234114021054539
2,1.6910104631138783,0.7029819040819385,1.399497276207664,0.7972800679983,0.00010234114021054539
3,1.4846761486716098,0.7675560374082203,1.2530486434761434,0.8380082164612551,0.00010234114021054539
4,1.3801997677868885,0.7991115106962478,1.2260984772578027,0.8432497520895311,0.00010234114021054539
5,1.3144215633941232,0.8197812271377071,1.1532112964913028,0.8674741464796714,0.00010234114021054539
6,1.2708012338046133,0.8329234647557096,1.1510162155424541,0.8668366624167729,0.00010234114021054539
7,1.2417852926232837,0.8410238781500383,1.110759596393,0.8772489021107805,0.00010234114021054539
8,1.2120969799486192,0.8501908312839904,1.0935963580722865,0.8813571327383481,0.00010234114021054539
9,1.1877654811241942,0.8578769689116887,1.077049869073486,0.8866694999291684,0.00010234114021054539
10,1.167752520075416,0.8637120871565698,1.1026045097931871,0.8746281342966425,0.00010234114021054539
11,1.156333187175118,0.8660126398180713,1.0615702104274638,0.8888652783680407,0.00010234114021054539
12,1.1381701862055182,0.8723678063657438,1.0606777154279676,0.8927610143079756,0.00010234114021054539
13,1.1283004859067707,0.8759728869732307,1.0460805680161074,0.8968692449355432,0.00010234114021054539
14,1.1175729537257961,0.8792165780821677,1.0365401780509058,0.8989233602493271,0.00010234114021054539
15,1.1076333955287694,0.8821958378507021,1.0443792121237103,0.8940359824337725,0.00010234114021054539
16,1.098239079624896,0.8845845342923377,1.0246986224709091,0.900481654625301,0.00010234114021054539
17,1.0907812479307257,0.886479625565222,1.021749655844757,0.9003399915002125,0.00010234114021054539
18,1.0817776259776541,0.8900230055266151,1.030403703210509,0.900481654625301,0.00010234114021054539
19,1.0772376480683061,0.8908603714378895,1.0136387288393085,0.9060773480662984,0.00010234114021054539
20,1.0720863195105799,0.8932402535015117,1.0151678267510151,0.9044482221277801,0.00010234114021054539
21,1.0652832515063126,0.8954262192488387,1.007586539652922,0.9073523161920952,0.00010234114021054539
22,1.0593233675045972,0.895769979991362,1.0090548086308238,0.9040940643150588,0.00010234114021054539
23,1.052420750354527,0.8994455756229562,1.0076864450676006,0.9072106530670067,0.00010234114021054539
24,1.0510343398060435,0.8993045455747416,1.0111009816235803,0.9034565802521604,0.00010234114021054539
25,1.0456390783340854,0.9007236604349015,1.002567879402835,0.9068564952542852,0.00010234114021054539
